"id","created_at","in_reply_to_id","quote_id","url","content","media_attachments","replies_count","reblogs_count","favourites_count","text_content","has_attachment","seconds_into_speech","minutes_into_speech"
113008796172112928,2024-08-22 21:43:02.996,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008796172112928","<p>Thank you to <a href=""https://truthsocial.com/tags/BrianKempGA"" class=""mention hashtag"" rel=""tag"">#<span>BrianKempGA</span></a> for all of your help and support in Georgia, where a win is so important to the success of our Party and, most importantly, our Country. </p><p>I look forward to working with you, your team, and all of my friends in Georgia to help MAKE AMERICA GREAT AGAIN!</p>","",2162,5142,26531,"Thank you to #BrianKempGA for all of your help and support in Georgia, where a win is so important to the success of our Party and, most importantly, our Country. I look forward to working with you, your team, and all of my friends in Georgia to help MAKE AMERICA GREAT AGAIN!",FALSE,-3033.0039999485,-50.5500666658084
113008797496379776,2024-08-22 21:43:23.207,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008797496379775","<p></p>","[{'id': '113008797385016441', 'type': 'video', 'url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/008/797/385/016/441/original/f59edd5bf259893b.mp4', 'preview_url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/thumbnails/113/008/797/385/016/441/original/fe6e54b811379411.jpg', 'external_video_id': 'v59op3v', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'colors': {'background': '#040404', 'foreground': '#f8ed62', 'accent': '#faea8c'}, 'original': {'width': 1280, 'height': 720, 'frame_rate': '948250800/39583333', 'duration': 99.057387, 'bitrate': 612424}, 'small': {'width': 480, 'height': 270, 'size': '480x270', 'aspect': 1.7777777777777777}}, 'description': None, 'blurhash': 'UB6R6[oK9cazs.fQazjt0PWV?Dj@M~azoeaz'}]",857,3870,11488,NA,TRUE,-3012.79299998283,-50.2132166663806
113008939969032080,2024-08-22 22:19:37.163,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008939969032081","<p>I’m getting ready to be fair but critical of Comrade Kamala Harris. My Play by Play will be on TRUTH Social, starting SOON!</p>","",1435,3477,17849,"I’m getting ready to be fair but critical of Comrade Kamala Harris. My Play by Play will be on TRUTH Social, starting SOON!",FALSE,-838.836999893188,-13.9806166648865
113008987025577872,2024-08-22 22:31:35.187,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008987025577876","<p>We’ve assembled a small group of people, GREAT PATRIOTS ALL, and we’re currently watching her “puff piece.”</p>","",438,2335,13270,"We’ve assembled a small group of people, GREAT PATRIOTS ALL, and we’re currently watching her “puff piece.”",FALSE,-120.81299996376,-2.01354999939601
113008988875276160,2024-08-22 22:32:03.41,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008988875276168","<p>Here she comes into the Arena!</p>","",1118,1922,11711,"Here she comes into the Arena!",FALSE,-92.5899999141693,-1.54316666523616
113008995261680912,2024-08-22 22:33:40.86,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008995261680908","<p>I’ll be doing a call in to Bret Baier and group after her Speech. They’d like to know what I thought of it — I will be very honest in my assessment!</p>","",831,3062,17723,"I’ll be doing a call in to Bret Baier and group after her Speech. They’d like to know what I thought of it — I will be very honest in my assessment!",FALSE,4.85999989509583,0.0809999982515971
113008999688987504,2024-08-22 22:34:48.416,NA,NA,"https://truthsocial.com/@realDonaldTrump/113008999688987506","<p>Too many “Thank yous,” too rapidly said, what’s going on with her?</p>","",1572,2710,16503,"Too many “Thank yous,” too rapidly said, what’s going on with her?",FALSE,72.4159998893738,1.20693333148956
113009002721693232,2024-08-22 22:35:34.69,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009002721693232","<p>WHERE’S HUNTER?</p>","",1472,3302,17932,"WHERE’S HUNTER?",FALSE,118.69000005722,1.97816666762034
113009006610100720,2024-08-22 22:36:34.026,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009006610100722","<p>Walz was an ASSISTANT Coach, not a COACH.</p>","",1731,3547,19304,"Walz was an ASSISTANT Coach, not a COACH.",FALSE,178.026000022888,2.96710000038147
113009018980816016,2024-08-22 22:39:42.789,NA,113008797496379776,"https://truthsocial.com/@realDonaldTrump/113009018980816016","<p><span class=""quote-inline""><br/>RT: https://truthsocial.com/users/realDonaldTrump/statuses/113008797496379775</span>She’s talking about how great San Francisco was before she destroyed it, probably not a good idea!</p>","",918,3723,16692,"RT: https://truthsocial.com/users/realDonaldTrump/statuses/113008797496379775She’s talking about how great San Francisco was before she destroyed it, probably not a good idea!",FALSE,366.789000034332,6.1131500005722
113009027507848192,2024-08-22 22:41:52.905,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009027507848186","<p>A lot of talk about childhood, we’ve got to get to the Border, Inflation, and Crime!</p>","",2865,3927,21776,"A lot of talk about childhood, we’ve got to get to the Border, Inflation, and Crime!",FALSE,496.90499997139,8.28174999952316
113009050896044528,2024-08-22 22:47:49.775,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009050896044521","<p>Kamala’s biography won’t lower prices at the Grocery Store, or at the Pump!</p>","[{'id': '113009050841095332', 'type': 'image', 'url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/009/050/841/095/332/original/a0d98ad8620c8cfb.jpg', 'preview_url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/009/050/841/095/332/small/a0d98ad8620c8cfb.jpg', 'external_video_id': None, 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 318, 'height': 654, 'size': '318x654', 'aspect': 0.48623853211009177}, 'small': {'width': 318, 'height': 654, 'size': '318x654', 'aspect': 0.48623853211009177}}, 'description': None, 'blurhash': 'UNFF8Gxa9ZS5%NR+n$oMxYoeR+WV~WR*Rkt6'}]",837,4145,16558,"Kamala’s biography won’t lower prices at the Grocery Store, or at the Pump!",TRUE,853.775000095367,14.2295833349228
113009055608083504,2024-08-22 22:49:01.673,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009055608083509","<p>She talked about the Rule of Law but, as Border Czar, she allowed 20 Million people into our Country, many of them Criminals, who are MAIMING and KILLING our people!</p>","",1130,4557,20599,"She talked about the Rule of Law but, as Border Czar, she allowed 20 Million people into our Country, many of them Criminals, who are MAIMING and KILLING our people!",FALSE,925.673000097275,15.4278833349546
113009058173890480,2024-08-22 22:49:40.825,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009058173890482","<p>Why didn’t she do something about the things of which she complains?</p>","",615,3169,17164,"Why didn’t she do something about the things of which she complains?",FALSE,964.825000047684,16.0804166674614
113009058958667008,2024-08-22 22:49:52.798,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009058958667010","<p>The Chaos and Calamity is allowing our Country to be infiltrated by Millions of Criminals!</p>","",568,3373,17529,"The Chaos and Calamity is allowing our Country to be infiltrated by Millions of Criminals!",FALSE,976.798000097275,16.2799666682879
113009061061902608,2024-08-22 22:50:24.889,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009061061902613","<p>PEACEFULLY AND PATRIOTICALLY!</p>","",746,3580,18619,"PEACEFULLY AND PATRIOTICALLY!",FALSE,1008.88899993896,16.8148166656494
113009062564109632,2024-08-22 22:50:47.812,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009062564109638","<p>These Prosecutions were all started by her and Biden against their Political Opponent, ME!</p>","",1048,3876,19425,"These Prosecutions were all started by her and Biden against their Political Opponent, ME!",FALSE,1031.81200003624,17.1968666672707
113009066397212800,2024-08-22 22:51:46.304,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009066397212800","<p>SHE PAID AND RAISED BAIL TO GET THE VIOLENT RIOTERS IN MINNESOTA OUT OF JAIL!</p>","",588,4197,19074,"SHE PAID AND RAISED BAIL TO GET THE VIOLENT RIOTERS IN MINNESOTA OUT OF JAIL!",FALSE,1090.30399990082,18.1717333316803
113009067194632816,2024-08-22 22:51:58.475,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009067194632815","<p></p>","[{'id': '113009067091698293', 'type': 'image', 'url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/009/067/091/698/293/original/cf6d27302bb70543.jpg', 'preview_url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/009/067/091/698/293/small/cf6d27302bb70543.jpg', 'external_video_id': None, 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1026, 'height': 1000, 'size': '1026x1000', 'aspect': 1.026}, 'small': {'width': 810, 'height': 789, 'size': '810x789', 'aspect': 1.026615969581749}}, 'description': None, 'blurhash': 'UDDui1}=E1wcm,xZnhn$7iE3wboyI:j[Rjs.'}]",564,4325,16707,NA,TRUE,1102.47499990463,18.3745833317439
113009068865620784,2024-08-22 22:52:23.967,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009068865620786","<p>IS SHE TALKING ABOUT ME?</p>","",2701,2930,18678,"IS SHE TALKING ABOUT ME?",FALSE,1127.96700000763,18.7994500001272
113009074794208000,2024-08-22 22:53:54.434,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009074794208002","<p>WONDER WHY KAMALA HARRIS WON’T DO INTERVIEWS OR UNSCRIPTED EVENTS?</p>","[{'id': '113009074576899463', 'type': 'video', 'url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/113/009/074/576/899/463/original/6c39c2ae7f7fc1ea.mp4', 'preview_url': 'https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/thumbnails/113/009/074/576/899/463/original/2663112af7682853.jpg', 'external_video_id': 'v59oyj7', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'colors': {'background': '#000000', 'foreground': '#808080', 'accent': '#595959'}, 'original': {'width': 960, 'height': 540, 'frame_rate': '30/1', 'duration': 164.833333, 'bitrate': 1428436}, 'small': {'width': 480, 'height': 270, 'size': '480x270', 'aspect': 1.7777777777777777}}, 'description': None, 'blurhash': 'U00000fQfQfQfQfQfQfQfQfQfQfQfQfQfQfQ'}]",679,3053,11378,"WONDER WHY KAMALA HARRIS WON’T DO INTERVIEWS OR UNSCRIPTED EVENTS?",TRUE,1218.43400001526,20.3072333335876
113009076026331280,2024-08-22 22:54:13.231,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009076026331275","<p>LYING AGAIN ABOUT PROJECT 2025, WHICH SHE KNOWS, AND SO DO ALL DEMOCRATS, THAT I HAVE ABSOLUTELY NOTHING TO DO WITH!</p>","",1932,4977,22934,"LYING AGAIN ABOUT PROJECT 2025, WHICH SHE KNOWS, AND SO DO ALL DEMOCRATS, THAT I HAVE ABSOLUTELY NOTHING TO DO WITH!",FALSE,1237.23099994659,20.6205166657766
113009077097325968,2024-08-22 22:54:29.572,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009077097325970","<p>She said, “Chart a new way forward,” but she’s had three and a half years, and has done nothing but HARM!</p>","",1521,4217,22215,"She said, “Chart a new way forward,” but she’s had three and a half years, and has done nothing but HARM!",FALSE,1253.5720000267,20.8928666671117
113009086759963360,2024-08-22 22:56:57.013,NA,NA,"https://truthsocial.com/@realDonaldTrump/113009086759963358","<p>She’s talking about the Middle Class, but she’s the one who broke the Middle Class, and made it UNSAFE AND UNAFFORDABLE!</p>","",653,3768,19248,"She’s talking about the Middle Class, but she’s the one who broke the Middle Class, and made it UNSAFE AND UNAFFORDABLE!",FALSE,1401.01300001144,23.3502166668574
